series_id                     ,seasonal,index_code,series_name,base_period,series_title,footnote_codes,begin_year,begin_period,end_year,end_period
EIUIP7601                     ,U,IP,"Aluminum, unwrought",2000=100,"Monthly import price index for Harmonized 7601, Unwrought aluminum, not seasonally adjusted",,1996,M12,2022,M03
EIUIP82                       ,U,IP,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof",2000=100,"Monthly import price index for Harmonized 82, Tools, implements, cutlery, spoons and forks, of base metal; parts thereof of base metal, not seasonally adjusted",,1992,M12,2022,M03
EIUIP83                       ,U,IP,Miscellaneous articles of base metal,2000=100,"Monthly import price index for Harmonized 83, Miscellaneous articles of base metal, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8302                     ,U,IP,"Mountings and other hardware for furniture, doors, and windows",December 2021=100,"Monthly import price index for Harmonized 8302, Base metal mountings, fittings, staircases, blinds, coachwork, saddlery, trunks, chests, caskets, hat racks, and automatic doors and base metal parts thereof, not seasonally adjusted",,2021,M12,2022,M03
EIUIP84                       ,U,IP,Machinery and mechanical appliances; parts thereof,2000=100,"Monthly import price index for Harmonized 84, Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8407                     ,U,IP,Spark-ignition internal combustion piston engines,December 2019=100,"Monthly import price index for Harmonized 8407, Spark-ignition reciprocating or rotary internal combustion piston engines, not seasonally adjusted",,2019,M12,2022,M03
EIUIP8409                     ,U,IP,Parts for spark-ignition and diesel internal combustion piston engines,2000=100,"Monthly import price index for Harmonized 8409, Parts for spark-ignition and diesel internal combustion piston engines, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8411                     ,U,IP,"Turbojets, turbopropellers and other gas turbines, and parts thereof",December 2020=100,"Monthly import price index for Harmonized 8411, Turbojets, turbopropellers and other gas turbines, and parts thereof, not seasonally adjusted",,2020,M12,2022,M03
EIUIP8412                     ,U,IP,"Engines & motors, nesoi, & parts thereof",December 2012=100,"Monthly import price index for Harmonized 8412, Other engines and motors, and parts thereof, not seasonally adjusted",,2012,M12,2022,M03
EIUIP8413                     ,U,IP,Pumps for liquids; liquid elevators; parts thereof,2000=100,"Monthly import price index for Harmonized 8413, Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8414                     ,U,IP,"Air or vacuum pumps, compressors and fans; vent & recycling hoods; parts",2000=100,"Monthly import price index for Harmonized 8414, Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof; parts, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8415                     ,U,IP,Air conditioning machines and parts thereof,December 2014=100,"Monthly import price index for Harmonized 8415, Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity; parts thereof, not seasonally adjusted",,2014,M12,2022,M03
EIUIP8418                     ,U,IP,"Refrigerators, freezers, heat pumps; and parts",December 2020=100,"Monthly import price index for Harmonized 8418, Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps; parts thereof, not seasonally adjusted",,2020,M12,2022,M03
EIUIP8421                     ,U,IP,Centrifuges & filtering/purifying machinery and parts,December 2017=100,"Monthly import price index for Harmonized 8421, Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof, not seasonally adjusted",,2017,M12,2022,M03
EIUIP8429                     ,U,IP,"Self-propelled earth-moving, tamping, & road roller machines",December 2012=100,"Monthly import price index for Harmonized 8429, Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, not seasonally adjusted",,2012,M12,2022,M03
EIUIP8431                     ,U,IP,Parts for materials handling & construction machines,2000=100,"Monthly import price index for Harmonized 8431, Parts suitable for use solely or principally with the machinery of headings 8425 to 8430, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8443                     ,U,IP,"Printing machinery, machines ancillary to printing; & parts",December 2012=100,"Monthly import price index for Harmonized 8443, Printing machinery used for printing with plates, cylinders and other printing components; other printers, copying machines and facsimile machines; parts and accessories thereof, not seasonally adjusted",,2012,M12,2022,M03
EIUIP8471                     ,U,IP,Computer equipment,2000=100,"Monthly import price index for Harmonized 8471, Automatic data processing machines and units thereof; magnetic or optical readers, machines for transcribing coded data and machines for processing such data, not elsewhere specified, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8473                     ,U,IP,"Parts and accessories, n.e.s.o.i., for computers and other office machines",2000=100,"Monthly import price index for Harmonized 8473, Parts and accessories (other than covers, carrying cases and the like) suitable for use solely or principally for computers and other office machines, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8479                     ,U,IP,Machines & appliances having functions n.e.s.; parts thereof,December 2016=100,"Monthly import price index for Harmonized 8479, Machines and mechanical appliances having individual functions, not specified or included elsewhere in this chapter; parts thereof; parts thereof, not seasonally adjusted",,2016,M12,2022,M03
EIUIP8481                     ,U,IP,"Taps, cocks, valves & similar appliances; parts thereof",2000=100,"Monthly import price index for Harmonized 8481, Taps, cocks, valves and similar appliances, for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves; parts thereof, not seasonally adjusted",,1992,M12,2022,M03
EIUIP85                       ,U,IP,"Electrical machinery and equip, sound and TV recorders & reproducers, parts",2000=100,"Monthly import price index for Harmonized 85, Electrical machinery and equipment and parts thereof; sound recorders and reproducers, television image and sound recorders and reproducers, and parts and accessories of such articles, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8501                     ,U,IP,Electric motors and generators (excludes generating sets),2000=100,"Monthly import price index for Harmonized 8501, Electric motors and generators (excludes generating sets), not seasonally adjusted",,1992,M12,2022,M03
EIUIP8512                     ,U,IP,"Vehicular electric lighting equipment, and defrosters;",December 2014=100,"Monthly import price index for Harmonized 8512, Electrical lighting or signaling equipment, windshield wipers, defrosters and demisters, not seasonally adjusted",,2014,M12,2022,M03
EIUIP8516                     ,U,IP,Electrothermic domestic appliances; water & space heaters; resistors,2000=100,"Monthly import price index for Harmonized 8516, Electric water and immersion heaters; electric space and soil heating apparatus; hairdressing apparatus and hand dryers; electric flatirons; electric heating resistors; parts thereof, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8517                     ,U,IP,Electrical apparatus for line telephony or line telegraphy; videophones; parts,2000=100,"Monthly import price index for Harmonized 8517, Telephone sets, including telephones for cellular or other wireless networks; other apparatus for the transmission or reception of voice, images or other data, parts thereof, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8518                     ,U,IP,Microphones & stands; audio/sound amps; speakers; & headphones,December 2012=100,"Monthly import price index for Harmonized 8518, Microphones and stands therefor; loudspeakers; headphones and earphones; audio-frequency electric amplifiers; electric sound amplifier sets; parts thereof, not seasonally adjusted",,2012,M12,2022,M03
EIUIP8523                     ,U,IP,Prepared unrecorded media for sound or similar recording,December 2004=100,"Monthly import price index for Harmonized 8523, Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound, including matrices and masters for the production of discs, not seasonally adjusted",,2004,M12,2022,M03
EIUIP8525                     ,U,IP,Radio & TV transmission apparatus; video cameras & camera recorders; TV cameras,2000=100,"Monthly import price index for Harmonized 8525, Transmission apparatus for radio-broadcasting or television; television cameras, digital cameras and video camera recorders, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8528                     ,U,IP,TV reception apparatus; video monitors & video projectors,December 2020=100,"Monthly import price index for Harmonized 8528, Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, not seasonally adjusted",,2020,M12,2022,M03
EIUIP8536                     ,U,IP,"Electrical circuit switching, protecting or connection app. of 1000 volts or less",2000=100,"Monthly import price index for Harmonized 8536, Electrical apparatus for switching or protecting electrical circuits, making connections to electrical circuits under 1000 V; connectors for optical fibers, optical fiber cables, not seasonally adjusted",,1992,M12,2022,M03
EIUIP8541                     ,U,IP,Semiconductor devices; L.E.D.s; mounted crystals; parts thereof,December 2018=100,"Monthly import price index for Harmonized 8541, Diodes, transisters and similar semiconductor devices; photosensetive semiconductor devices; light-emitting diodes (LED); mounted piezoelectric crystals; parts thereof, not seasonally adjusted",,2018,M12,2022,M03
EIUIP8542                     ,U,IP,Electronic integrated circuits and micro assemblies; parts thereof,2000=100,"Monthly import price index for Harmonized 8542, Electronic integrated circuits; parts thereof, not seasonally adjusted",,1992,M12,2022,M03
