Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipt or Outlay Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Current Year Budget Estimate Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-05-31","41816952","41817098","Total Outlays","572681970598.25","3899536347636.36","3013540825642.92","4789746000000.00","3","52","52","490","T","SLB","2","2.32","2020","3","2020","2","05","31"
"2020-05-31","41817098","41817100","(On-Budget)","481709865019.97","3258624510555.39","2407005557479.82","3829949000000.00","3","53","53","500","T","SLB","3","2.32.1","2020","3","2020","2","05","31"
"2020-05-31","41817098","41817103","(Off-Budget)","90972105578.28","640911837080.97","606535268163.10","959797000000.00","3","54","54","510","T","SLB","3","2.32.2","2020","3","2020","2","05","31"
"2020-05-31","41816952","41817106","Surplus (+) or Deficit (-)","-398821413659.68","-1880296298328.25","-738638470087.06","-1083419000000.00","3","55","55","520","T","SLB","2","2.33","2020","3","2020","2","05","31"
"2020-05-31","41817106","41817109","(On-Budget)","-385282308081.40","-1876981318258.81","-737149049628.49","-1090695000000.00","3","56","56","530","T","SLB","3","2.33.1","2020","3","2020","2","05","31"
"2020-05-31","41817106","41817112","(Off-Budget)","-13539105578.28","-3314980069.44","-1489420458.57","7276000000.00","3","57","57","540","T","SLB","3","2.33.2","2020","3","2020","2","05","31"
"2020-04-30","null","41382466","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382473","Individual Income Taxes","75256925492.02","844716999077.62","1056636573511.09","1812040000000.00","3","2","2","20","D","RSG","2","1.1","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382475","Corporation Income Taxes","3940391140.38","88194212838.42","112675501163.60","263642000000.00","3","3","3","30","D","RSG","2","1.2","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382481","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2020","3","2020","2","04","30"
"2020-04-30","41382481","41382483","Employment and General Retirement (Off-Budget)","99811000000.00","560163857011.53","531210847704.53","967073000000.00","3","5","5","50","D","SL","3","1.3.1","2020","3","2020","2","04","30"
"2020-04-30","41382481","41382488","Employment and General Retirement (On-Budget)","30170801379.47","174550006343.46","166602535810.94","297713000000.00","3","6","6","60","D","SL","3","1.3.2","2020","3","2020","2","04","30"
"2020-04-30","41382481","41382491","Unemployment Insurance","9063162135.88","20258341816.85","21455930856.05","42004000000.00","3","7","7","70","D","RSG","3","1.3.3","2020","3","2020","2","04","30"
"2020-04-30","41382481","41382497","Other Retirement","401969683.34","2952622067.47","2690014697.94","5236000000.00","3","8","8","80","D","RSG","3","1.3.4","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382499","Excise Taxes","353458811.95","40327601486.46","56492041356.94","94593000000.00","3","9","9","90","D","RSG","2","1.4","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382505","Estate and Gift Taxes","12990064.74","9801887209.46","10559927633.55","20389000000.00","3","10","10","100","D","RSG","2","1.5","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382507","Customs Duties","4113560502.16","43278813762.63","39931461491.54","92304000000.00","3","11","11","110","D","RSG","2","1.6","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382512","Miscellaneous Receipts","18738749105.98","61135150755.64","44583023305.91","111333000000.00","3","12","12","120","D","RSG","2","1.7","2020","3","2020","2","04","30"
"2020-04-30","41382466","41382517","Total Receipts","241863008315.92","1845379492369.54","2042837857532.09","3706327000000.00","3","13","13","130","T","SLB","2","1.8","2020","3","2020","2","04","30"
"2020-04-30","41382517","41382520","(On-Budget)","142052008315.92","1285215635358.01","1511627009827.56","2739254000000.00","3","14","14","140","T","SLB","3","1.8.1","2020","3","2020","2","04","30"
"2020-04-30","41382517","41382523","(Off-Budget)","99811000000.00","560163857011.53","531210847704.53","967073000000.00","3","15","15","150","T","SLB","3","1.8.2","2020","3","2020","2","04","30"
"2020-04-30","null","41382526","Budget Outlays","null","null","null","null","3","16","16","160","S","SLB","1","2","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382529","Legislative Branch","383752378.90","3078043104.90","2842611881.60","6048000000.00","3","17","17","170","D","C","2","2.1","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382533","Judicial Branch","667853074.55","4855637158.94","4559388681.22","8580000000.00","3","18","18","180","D","C","2","2.2","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382535","Department of Agriculture","10304602414.98","98954021745.99","95579108299.26","154617000000.00","3","19","19","210","D","C","2","2.3","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382539","Department of Commerce","1478092872.96","9295990392.56","6793853676.03","17124000000.00","3","20","20","220","D","C","2","2.4","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382541","Department of Defense--Military Programs","55280215556.00","403458506108.78","377494597380.22","689589000000.00","3","21","21","230","D","C","2","2.5","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382545","Department of Education","5805544782.33","48957194532.45","47342920608.87","159297000000.00","3","22","22","250","D","C","2","2.6","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382547","Department of Energy","2661857532.71","18689331834.97","16089994887.78","34351000000.00","3","23","23","260","D","C","2","2.7","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382551","Department of Health and Human Services","249872762460.66","869135967762.03","687793511218.90","1322128000000.00","3","24","24","275","D","C","2","2.8","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382553","Department of Homeland Security","5486989135.04","34511876676.86","34287360833.27","62152000000.00","3","25","25","280","D","C","2","2.9","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382557","Department of Housing and Urban Development","4092555485.99","27654765629.24","25940376882.75","36049000000.00","3","26","26","290","D","C","2","2.10","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382559","Department of the Interior","2084906472.06","9309167257.74","7405475393.58","17458000000.00","3","27","27","300","D","C","2","2.11","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382563","Department of Justice","5645107510.08","22151765099.93","19831195411.21","45277000000.00","3","28","28","310","D","C","2","2.12","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382565","Department of Labor","49520299859.49","68542220746.54","20474464097.59","36390000000.00","3","29","29","320","D","C","2","2.13","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382569","Department of State","2857974820.41","18603384640.95","16334797891.51","32169000000.00","3","30","30","330","D","C","2","2.14","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382571","Department of Transportation","7481402843.25","46697754778.88","40055086394.53","84659000000.00","3","31","31","340","D","C","2","2.15","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382575","Department of the Treasury:","null","null","null","null","3","32","32","350","S","C","2","2.16","2020","3","2020","2","04","30"
"2020-04-30","41382575","41382577","Interest on Treasury Debt Securities (Gross)","41004027662.41","310456419520.26","306239734590.03","576465000000.00","3","33","33","360","D","P","3","2.16.1","2020","3","2020","2","04","30"
"2020-04-30","41382575","41382581","Other","392097811129.23","506269925582.79","111832339353.69","124576000000.00","3","34","34","370","D","P","3","2.16.2","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382583","Department of Veterans Affairs","18617885001.00","123453447280.98","113808613346.76","214336000000.00","3","35","35","375","D","C","2","2.17","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382587","Corps of Engineers","1088661634.44","5456276373.46","3976388643.32","5543000000.00","3","36","36","377","D","C","2","2.18","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382589","Other Defense Civil Programs","5014066898.39","37581189714.67","36199457003.53","64521000000.00","3","37","37","378","D","C","2","2.19","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382593","Environmental Protection Agency","637780792.51","5298334842.25","4974710407.98","7498000000.00","3","38","38","380","D","C","2","2.20","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382595","Executive Office of the President","30727383.42","226971891.83","231678581.18","440000000.00","3","39","39","385","D","C","2","2.21","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382599","General Services Administration","-127573527.87","217201917.92","-645986341.94","1222000000.00","3","40","40","390","D","C","2","2.22","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382601","International Assistance Programs","2499208288.80","14873385361.42","8404380563.37","25670000000.00","3","41","41","395","D","C","2","2.23","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382605","National Aeronautics and Space Administration","1625433658.46","12149719960.65","11288352380.85","21545000000.00","3","42","42","400","D","C","2","2.24","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382607","National Science Foundation","521921907.45","3995655394.16","3876340522.32","7504000000.00","3","43","43","405","D","C","2","2.25","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382611","Office of Personnel Management","9285555855.68","62939169927.05","60224909037.01","106405000000.00","3","44","44","410","D","C","2","2.26","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382613","Small Business Administration","15367095991.04","14764036340.75","-8708258.55","-158000000.00","3","45","45","420","D","C","2","2.27","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382617","Social Security Administration","96580966804.28","664707708635.96","632776253264.57","1155231000000.00","3","46","46","423","D","C","2","2.28","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382619","Independent Agencies","5156557005.27","19630139425.92","14034057249.76","27498000000.00","3","47","47","440","D","C","2","2.29","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382625","Allowances","null","null","null","364000000.00","3","48","48","450","D","SL","2","2.30","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382628","Undistributed Offsetting Receipts:","null","null","null","null","3","49","49","460","S","SL","2","2.31","2020","3","2020","2","04","30"
"2020-04-30","41382628","41382631","Interest","-6312421927.21","-72587270899.35","-72704561380.83","-145570000000.00","3","50","50","470","D","UORG","3","2.31.1","2020","3","2020","2","04","30"
"2020-04-30","41382628","41382633","Other","-6997992361.14","-66645121037.39","-63624767229.05","-109232000000.00","3","51","51","480","D","UORG","3","2.31.2","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382635","Total Outlays","979713629395.57","3326682817704.09","2573707935272.32","4789746000000.00","3","52","52","490","T","SLB","2","2.32","2020","3","2020","2","04","30"
"2020-04-30","41382635","41382638","(On-Budget)","900675373548.27","2776743086201.40","2054262050386.74","3829949000000.00","3","53","53","500","T","SLB","3","2.32.1","2020","3","2020","2","04","30"
"2020-04-30","41382635","41382640","(Off-Budget)","79038255847.30","549939731502.69","519445884885.58","959797000000.00","3","54","54","510","T","SLB","3","2.32.2","2020","3","2020","2","04","30"
"2020-04-30","41382526","41382643","Surplus (+) or Deficit (-)","-737850621079.65","-1481303325334.55","-530870077740.23","-1083419000000.00","3","55","55","520","T","SLB","2","2.33","2020","3","2020","2","04","30"
"2020-04-30","41382643","41382646","(On-Budget)","-758623365232.35","-1491527450843.39","-542635040559.18","-1090695000000.00","3","56","56","530","T","SLB","3","2.33.1","2020","3","2020","2","04","30"
"2020-04-30","41382643","41382649","(Off-Budget)","20772744152.70","10224125508.84","11764962818.95","7276000000.00","3","57","57","540","T","SLB","3","2.33.2","2020","3","2020","2","04","30"
"2020-03-31","null","40850904","Budget Receipts","null","null","null","null","3","1","1","10","S","SLB","1","1","2020","2","2020","1","03","31"
"2020-03-31","40850904","40850910","Individual Income Taxes","98315617516.33","769460073585.60","723827819679.93","1812040000000.00","3","2","2","20","D","RSG","2","1.1","2020","2","2020","1","03","31"
"2020-03-31","40850904","40850912","Corporation Income Taxes","10389710968.14","84253821698.04","67987356337.26","263642000000.00","3","3","3","30","D","RSG","2","1.2","2020","2","2020","1","03","31"
"2020-03-31","40850904","40850917","Social Insurance and Retirement Receipts:","null","null","null","null","3","4","4","40","S","RSG","2","1.3","2020","2","2020","1","03","31"
"2020-03-31","40850917","40850919","Employment and General Retirement (Off-Budget)","83698060583.62","460352857011.53","435401847704.53","967073000000.00","3","5","5","50","D","SL","3","1.3.1","2020","2","2020","1","03","31"
"2020-03-31","40850917","40850924","Employment and General Retirement (On-Budget)","23466795082.64","144379204963.99","137499823795.99","297713000000.00","3","6","6","60","D","SL","3","1.3.2","2020","2","2020","1","03","31"
