CATEGORIES,,,,,,
cat_idx,cat_code,cat_desc,cat_indent,,,
31,14,6,0,1,1,-3.1
31,15,6,0,1,1,-3.4
31,16,6,0,1,1,4.9
31,17,6,0,1,1,9.5
31,18,6,0,1,1,18.8
31,1,0,4,1,0,1.1
31,2,0,4,1,0,3.5
31,3,0,4,1,0,1.1
31,4,0,4,1,0,1.9
31,5,0,4,1,0,3
31,6,0,4,1,0,2
31,7,0,4,1,0,1.7
31,8,0,4,1,0,1.9
31,9,0,4,1,0,2.9
31,10,0,4,1,0,2.7
31,11,0,4,1,0,3.1
31,12,0,4,1,0,0
31,13,0,4,1,0,29
31,14,0,4,1,0,1.8
31,15,0,4,1,0,4.3
31,16,0,4,1,0,3.3
31,17,0,4,1,0,4.1
31,18,0,4,1,0,5.9
31,19,0,4,1,0,1.7
31,1,0,5,1,0,1.1
31,2,0,5,1,0,1.1
31,3,0,5,1,0,1.1
31,4,0,5,1,0,1.9
31,5,0,5,1,0,3.9
31,6,0,5,1,0,2.1
31,7,0,5,1,0,2.1
31,8,0,5,1,0,2.6
31,9,0,5,1,0,2.9
31,11,0,5,1,0,4.7
31,12,0,5,1,0,4.8
31,13,0,5,1,0,0
31,14,0,5,1,0,1.1
31,19,0,5,1,0,1.7
31,1,0,6,1,0,1.6
31,2,0,6,1,0,3.5
31,3,0,6,1,0,1.7
31,5,0,6,1,0,2.5
31,6,0,6,1,0,4.5
31,7,0,6,1,0,2.3
31,8,0,6,1,0,2.2
31,10,0,6,1,0,2.8
31,11,0,6,1,0,4.1
31,12,0,6,1,0,3.5
31,14,0,6,1,0,6.5
31,15,0,6,1,0,4.3
31,16,0,6,1,0,3.3
31,17,0,6,1,0,4.2
31,18,0,6,1,0,6.9
32,1,1,0,1,0,96164
32,2,1,0,1,0,53427
32,3,1,0,1,0,42738
32,4,1,0,1,0,1096
32,5,1,0,1,0,3660
32,6,1,0,1,0,6198
32,7,1,0,1,0,2709
32,8,1,0,1,0,7598
32,9,1,0,1,0,731
32,10,1,0,1,0,649
32,11,1,0,1,0,1466
32,12,1,0,1,0,2320
32,13,1,0,1,0,1359
32,14,1,0,1,0,3236
32,15,1,0,1,0,6517
32,16,1,0,1,0,1696
32,17,1,0,1,0,1169
32,18,1,0,1,0,384
32,19,1,0,1,0,1952
32,1,2,0,1,0,74001
32,2,2,0,1,0,52899
32,3,2,0,1,0,21102
32,4,2,0,1,0,1069
32,5,2,0,1,0,2806
32,6,2,0,1,0,5868
32,7,2,0,1,0,2203
32,8,2,0,1,0,1188
32,9,2,0,1,0,731
32,11,2,0,1,0,743
32,12,2,0,1,0,628
32,13,2,0,1,0,1355
32,14,2,0,1,0,2419
32,19,2,0,1,0,1941
32,1,3,0,1,0,22164
32,2,3,0,1,0,528
32,3,3,0,1,0,21636
32,5,3,0,1,0,854
32,6,3,0,1,0,330
32,7,3,0,1,0,506
32,8,3,0,1,0,6410
32,10,3,0,1,0,622
32,11,3,0,1,0,723
32,12,3,0,1,0,1692
32,14,3,0,1,0,818
32,15,3,0,1,0,6489
32,16,3,0,1,0,1663
32,17,3,0,1,0,1116
32,18,3,0,1,0,371
32,20,1,0,1,1,1013616
32,21,1,0,1,1,557411
32,22,1,0,1,1,456204
32,23,1,0,1,1,13146
32,24,1,0,1,1,42560
32,25,1,0,1,1,68187
32,26,1,0,1,1,32334
32,27,1,0,1,1,74491
32,28,1,0,1,1,8075
32,29,1,0,1,1,7341
32,30,1,0,1,1,16941
32,31,1,0,1,1,25184
32,32,1,0,1,1,15792
32,33,1,0,1,1,37287
32,34,1,0,1,1,57106
32,35,1,0,1,1,18159
32,36,1,0,1,1,12770
32,37,1,0,1,1,4172
32,38,1,0,1,1,22661
32,20,2,0,1,1,792795
32,21,2,0,1,1,551447
32,22,2,0,1,1,241348
32,23,2,0,1,1,12826
32,24,2,0,1,1,32790
32,25,2,0,1,1,64469
32,26,2,0,1,1,26304
32,27,2,0,1,1,12537
32,28,2,0,1,1,8072
32,30,2,0,1,1,8792
32,31,2,0,1,1,6942
32,32,2,0,1,1,15748
32,33,2,0,1,1,28835
32,38,2,0,1,1,22525
32,20,3,0,1,1,220820
32,21,3,0,1,1,5964
32,22,3,0,1,1,214856
32,24,3,0,1,1,9770
32,25,3,0,1,1,3717
32,26,3,0,1,1,6030
32,27,3,0,1,1,61954
32,29,3,0,1,1,7068
32,30,3,0,1,1,8149
32,31,3,0,1,1,18242
32,33,3,0,1,1,8451
32,34,3,0,1,1,56840
32,35,3,0,1,1,17813
32,36,3,0,1,1,12301
32,37,3,0,1,1,4019
32,1,0,1,1,0,1.1
32,20,0,1,1,1,1.1
32,2,0,1,1,0,5.3
32,21,0,1,1,1,5.3
32,3,0,1,1,0,1
32,22,0,1,1,1,1
32,4,0,1,1,0,4.1
32,23,0,1,1,1,4.1
32,5,0,1,1,0,3.6
32,24,0,1,1,1,3.6
32,6,0,1,1,0,3
32,25,0,1,1,1,3
32,7,0,1,1,0,3
32,26,0,1,1,1,3
32,8,0,1,1,0,2.4
32,27,0,1,1,1,2.4
32,9,0,1,1,0,4.5
32,28,0,1,1,1,4.5
32,10,0,1,1,0,3.6
32,29,0,1,1,1,3.6
32,11,0,1,1,0,4
32,30,0,1,1,1,4
32,12,0,1,1,0,1.9
32,31,0,1,1,1,1.9
32,13,0,1,1,0,9.2
32,32,0,1,1,1,9.2
32,14,0,1,1,0,1.2
32,33,0,1,1,1,1.2
32,15,0,1,1,0,3.6
32,34,0,1,1,1,3.6
32,16,0,1,1,0,3.8
32,35,0,1,1,1,3.8
32,17,0,1,1,0,4.2
32,36,0,1,1,1,4.2
32,18,0,1,1,0,4.8
32,37,0,1,1,1,4.8
32,19,0,1,1,0,3.6
32,38,0,1,1,1,3.6
32,1,0,2,1,0,1.5
32,20,0,2,1,1,1.5
32,2,0,2,1,0,5
32,21,0,2,1,1,5
32,3,0,2,1,0,1.6
32,22,0,2,1,1,1.6
32,4,0,2,1,0,4.1
32,23,0,2,1,1,4.1
32,5,0,2,1,0,4.7
32,24,0,2,1,1,4.7
32,6,0,2,1,0,3.1
32,25,0,2,1,1,3.1
32,7,0,2,1,0,3.6
32,26,0,2,1,1,3.6
32,8,0,2,1,0,4.1
32,27,0,2,1,1,4.1
32,9,0,2,1,0,4.5
32,28,0,2,1,1,4.5
32,11,0,2,1,0,5.9
32,30,0,2,1,1,5.9
32,12,0,2,1,0,9.9
32,31,0,2,1,1,9.9
32,13,0,2,1,0,0
32,32,0,2,1,1,0
32,14,0,2,1,0,1.5
32,33,0,2,1,1,1.5
32,19,0,2,1,0,3.7
32,38,0,2,1,1,3.7
32,1,0,3,1,0,1.4
32,20,0,3,1,1,1.4
32,2,0,3,1,0,5.3
32,21,0,3,1,1,5.3
32,3,0,3,1,0,1.5
32,22,0,3,1,1,1.5
32,5,0,3,1,0,3.2
32,24,0,3,1,1,3.2
32,6,0,3,1,0,9.5
32,25,0,3,1,1,9.5
32,7,0,3,1,0,3.8
32,26,0,3,1,1,3.8
32,8,0,3,1,0,2.7
32,27,0,3,1,1,2.7
32,10,0,3,1,0,3.6
32,29,0,3,1,1,3.6
32,11,0,3,1,0,5.3
32,30,0,3,1,1,5.3
32,12,0,3,1,0,3.2
32,31,0,3,1,1,3.2
32,14,0,3,1,0,4.9
32,33,0,3,1,1,4.9
32,15,0,3,1,0,3.6
32,34,0,3,1,1,3.6
32,16,0,3,1,0,3.8
32,35,0,3,1,1,3.8
32,17,0,3,1,0,4.2
32,36,0,3,1,1,4.2
32,18,0,3,1,0,5.1
32,37,0,3,1,1,5.1
32,1,4,0,1,1,0.7
32,2,4,0,1,1,1.5
32,3,4,0,1,1,-0.2
32,4,4,0,1,1,2.5
32,5,4,0,1,1,-2.9
32,6,4,0,1,1,-4.7
32,7,4,0,1,1,-0.9
32,8,4,0,1,1,-1.4
32,9,4,0,1,1,-4.5
32,10,4,0,1,1,2.2
32,11,4,0,1,1,0.8
32,12,4,0,1,1,-2.5
32,13,4,0,1,1,3.2
32,14,4,0,1,1,21
32,15,4,0,1,1,-1.2
32,16,4,0,1,1,-1.8
32,17,4,0,1,1,-7.5
32,18,4,0,1,1,-1.2
32,19,4,0,1,1,2.3
32,1,5,0,1,1,1.4
32,2,5,0,1,1,1.5
32,3,5,0,1,1,1
32,4,5,0,1,1,2.8
32,5,5,0,1,1,-4.1
32,6,5,0,1,1,-4.6
32,7,5,0,1,1,-0.9
32,8,5,0,1,1,0.4
32,9,5,0,1,1,-4.5
32,11,5,0,1,1,3.3
32,12,5,0,1,1,0.3
32,13,5,0,1,1,3.1
32,14,5,0,1,1,25.4
32,19,5,0,1,1,2.5
32,1,6,0,1,1,-1.4
32,2,6,0,1,1,3.3
32,3,6,0,1,1,-1.6
32,5,6,0,1,1,1.3
32,6,6,0,1,1,-5
32,7,6,0,1,1,-0.9
32,8,6,0,1,1,-1.8
32,10,6,0,1,1,2.4
32,11,6,0,1,1,-1.7
32,12,6,0,1,1,-3.5
32,14,6,0,1,1,8.1
32,15,6,0,1,1,-1.2
32,16,6,0,1,1,-2
32,17,6,0,1,1,-7.1
32,18,6,0,1,1,-3.8
32,1,0,4,1,0,1.2
32,2,0,4,1,0,3
32,3,0,4,1,0,1.2
32,4,0,4,1,0,2
32,5,0,4,1,0,3.6
32,6,0,4,1,0,2
32,7,0,4,1,0,1.6
32,8,0,4,1,0,2.3
32,9,0,4,1,0,3.8
32,10,0,4,1,0,2.5
32,11,0,4,1,0,3.1
32,12,0,4,1,0,0
32,13,0,4,1,0,16
32,14,0,4,1,0,1.4
32,15,0,4,1,0,4.7
32,16,0,4,1,0,4.6
32,17,0,4,1,0,4.4
32,18,0,4,1,0,5.5
32,19,0,4,1,0,2.4
32,1,0,5,1,0,1.2
32,2,0,5,1,0,1.2
32,3,0,5,1,0,1.2
32,4,0,5,1,0,2
32,5,0,5,1,0,4.5
32,6,0,5,1,0,2
32,7,0,5,1,0,1.9
32,8,0,5,1,0,2.5
32,9,0,5,1,0,3.8
32,11,0,5,1,0,3.6
32,12,0,5,1,0,1.9
32,13,0,5,1,0,0
32,14,0,5,1,0,1.2
32,19,0,5,1,0,2.4
32,1,0,6,1,0,1.8
32,2,0,6,1,0,3
32,3,0,6,1,0,1.8
32,5,0,6,1,0,2.5
32,6,0,6,1,0,10.1
32,7,0,6,1,0,2.7
32,8,0,6,1,0,2.6
32,10,0,6,1,0,2.6
32,11,0,6,1,0,5
32,12,0,6,1,0,3.3
32,14,0,6,1,0,4.7
32,15,0,6,1,0,4.8
32,16,0,6,1,0,4.7
32,17,0,6,1,0,4.5
32,18,0,6,1,0,5.7
33,1,1,0,1,0,92538
33,2,1,0,1,0,49850
33,3,1,0,1,0,42688
33,4,1,0,1,0,1140
33,5,1,0,1,0,3743
33,6,1,0,1,0,6332
33,7,1,0,1,0,2766
33,8,1,0,1,0,6956
33,9,1,0,1,0,746
33,10,1,0,1,0,674
33,11,1,0,1,0,1484
33,12,1,0,1,0,2362
33,13,1,0,1,0,1376
33,14,1,0,1,0,3550
33,15,1,0,1,0,6184
33,16,1,0,1,0,1690
33,17,1,0,1,0,1156
33,18,1,0,1,0,509
33,19,1,0,1,0,2020
33,1,2,0,1,0,70662
33,2,2,0,1,0,49247
33,3,2,0,1,0,21415
33,4,2,0,1,0,1123
33,5,2,0,1,0,2803
33,6,2,0,1,0,5892
33,7,2,0,1,0,2238
33,8,2,0,1,0,1091
33,9,2,0,1,0,746
33,11,2,0,1,0,732
33,12,2,0,1,0,608
33,13,2,0,1,0,1367
33,14,2,0,1,0,2659
33,19,2,0,1,0,2003
33,1,3,0,1,0,21876
33,2,3,0,1,0,603
33,3,3,0,1,0,21273
33,5,3,0,1,0,940
33,6,3,0,1,0,440
33,7,3,0,1,0,528
33,8,3,0,1,0,5864
33,10,3,0,1,0,650
33,11,3,0,1,0,752
33,12,3,0,1,0,1754
33,14,3,0,1,0,891
33,15,3,0,1,0,6152
33,16,3,0,1,0,1668
33,17,3,0,1,0,1112
33,18,3,0,1,0,479
33,20,1,0,1,1,1012080
33,21,1,0,1,1,552375
33,22,1,0,1,1,459706
33,23,1,0,1,1,13679
33,24,1,0,1,1,42161
33,25,1,0,1,1,69718
33,26,1,0,1,1,32456
33,27,1,0,1,1,75080
33,28,1,0,1,1,8435
33,29,1,0,1,1,7049
33,30,1,0,1,1,16695
33,31,1,0,1,1,25116
33,32,1,0,1,1,16510
33,33,1,0,1,1,39862
33,34,1,0,1,1,54552
33,35,1,0,1,1,17754
33,36,1,0,1,1,12571
33,37,1,0,1,1,4671
33,38,1,0,1,1,23397
33,20,2,0,1,1,793176
33,21,2,0,1,1,546306
33,22,2,0,1,1,246868
33,23,2,0,1,1,13480
33,24,2,0,1,1,32627
33,25,2,0,1,1,65631
33,26,2,0,1,1,26596
33,27,2,0,1,1,12703
33,28,2,0,1,1,8431
33,30,2,0,1,1,8586
33,31,2,0,1,1,6913
33,32,2,0,1,1,16397
33,33,2,0,1,1,30686
33,38,2,0,1,1,23193
33,20,3,0,1,1,218907
33,21,3,0,1,1,6068
33,22,3,0,1,1,212838
33,24,3,0,1,1,9534
33,25,3,0,1,1,4087
33,26,3,0,1,1,5861
33,27,3,0,1,1,62378
33,29,3,0,1,1,6788
33,30,3,0,1,1,8109
33,31,3,0,1,1,18203
33,33,3,0,1,1,9176
33,34,3,0,1,1,54231
33,35,3,0,1,1,17496
33,36,3,0,1,1,12143
33,37,3,0,1,1,4312
33,1,0,1,1,0,1.1
33,20,0,1,1,1,1.1
33,2,0,1,1,0,5.7
33,21,0,1,1,1,5.7
33,3,0,1,1,0,1
33,22,0,1,1,1,1
33,4,0,1,1,0,4
33,23,0,1,1,1,4
33,5,0,1,1,0,3.7
33,24,0,1,1,1,3.7
33,6,0,1,1,0,3
33,25,0,1,1,1,3
33,7,0,1,1,0,3
33,26,0,1,1,1,3
33,8,0,1,1,0,2.4
33,27,0,1,1,1,2.4
33,9,0,1,1,0,4.6
33,28,0,1,1,1,4.6
33,10,0,1,1,0,3.6
33,29,0,1,1,1,3.6
33,11,0,1,1,0,4
33,30,0,1,1,1,4
33,12,0,1,1,0,1.6
33,31,0,1,1,1,1.6
33,13,0,1,1,0,12
33,32,0,1,1,1,12
33,14,0,1,1,0,1.3
33,33,0,1,1,1,1.3
33,15,0,1,1,0,3.6
33,34,0,1,1,1,3.6
33,16,0,1,1,0,3.8
33,35,0,1,1,1,3.8
33,17,0,1,1,0,4.2
33,36,0,1,1,1,4.2
33,18,0,1,1,0,4.9
33,37,0,1,1,1,4.9
33,19,0,1,1,0,3.7
33,38,0,1,1,1,3.7
33,1,0,2,1,0,1.5
33,20,0,2,1,1,1.5
33,2,0,2,1,0,5
33,21,0,2,1,1,5
33,3,0,2,1,0,1.5
33,22,0,2,1,1,1.5
33,4,0,2,1,0,4.1
33,23,0,2,1,1,4.1
33,5,0,2,1,0,4.8
33,24,0,2,1,1,4.8
33,6,0,2,1,0,3.1
33,25,0,2,1,1,3.1
33,7,0,2,1,0,3.5
33,26,0,2,1,1,3.5
33,8,0,2,1,0,4.1
33,27,0,2,1,1,4.1
33,9,0,2,1,0,4.6
33,28,0,2,1,1,4.6
33,11,0,2,1,0,5.9
33,30,0,2,1,1,5.9
33,12,0,2,1,0,9.7
33,31,0,2,1,1,9.7
33,13,0,2,1,0,0
33,32,0,2,1,1,0
33,14,0,2,1,0,1.5
33,33,0,2,1,1,1.5
33,19,0,2,1,0,3.7
33,38,0,2,1,1,3.7
33,1,0,3,1,0,1.4
33,20,0,3,1,1,1.4
33,2,0,3,1,0,5.7
33,21,0,3,1,1,5.7
33,3,0,3,1,0,1.5
33,22,0,3,1,1,1.5
33,5,0,3,1,0,3.2
33,24,0,3,1,1,3.2
33,6,0,3,1,0,9
33,25,0,3,1,1,9
33,7,0,3,1,0,3.7
33,26,0,3,1,1,3.7
33,8,0,3,1,0,2.7
33,27,0,3,1,1,2.7
33,10,0,3,1,0,3.6
33,29,0,3,1,1,3.6
33,11,0,3,1,0,5.5
33,30,0,3,1,1,5.5
33,12,0,3,1,0,3.2
33,31,0,3,1,1,3.2
33,14,0,3,1,0,5.1
33,33,0,3,1,1,5.1
33,15,0,3,1,0,3.6
33,34,0,3,1,1,3.6
33,16,0,3,1,0,3.8
33,35,0,3,1,1,3.8
33,17,0,3,1,0,4.3
33,36,0,3,1,1,4.3
33,18,0,3,1,0,5.2
33,37,0,3,1,1,5.2
33,1,4,0,1,1,-0.2
33,2,4,0,1,1,-0.9
33,3,4,0,1,1,0.8
33,4,4,0,1,1,4.1
33,5,4,0,1,1,-0.9
33,6,4,0,1,1,2.2
33,7,4,0,1,1,0.4
33,8,4,0,1,1,0.8
33,9,4,0,1,1,4.5
33,10,4,0,1,1,-4
33,11,4,0,1,1,-1.5
33,12,4,0,1,1,-0.3
33,13,4,0,1,1,4.5
33,14,4,0,1,1,6.9
33,15,4,0,1,1,-4.5
33,16,4,0,1,1,-2.2
33,17,4,0,1,1,-1.6
33,18,4,0,1,1,12
33,19,4,0,1,1,3.2
33,1,5,0,1,1,0
33,2,5,0,1,1,-0.9
33,3,5,0,1,1,2.3
33,4,5,0,1,1,5.1
33,5,5,0,1,1,-0.5
33,6,5,0,1,1,1.8
33,7,5,0,1,1,1.1
33,8,5,0,1,1,1.3
33,9,5,0,1,1,4.4
33,11,5,0,1,1,-2.3
33,12,5,0,1,1,-0.4
33,13,5,0,1,1,4.1
33,14,5,0,1,1,6.4
33,19,5,0,1,1,3
33,1,6,0,1,1,-0.9
33,2,6,0,1,1,1.7
33,3,6,0,1,1,-0.9
33,5,6,0,1,1,-2.4
33,6,6,0,1,1,10
33,7,6,0,1,1,-2.8
33,8,6,0,1,1,0.7
33,10,6,0,1,1,-4
33,11,6,0,1,1,-0.5
33,12,6,0,1,1,-0.2
33,14,6,0,1,1,8.6
33,15,6,0,1,1,-4.6
33,16,6,0,1,1,-1.8
33,17,6,0,1,1,-1.3
33,18,6,0,1,1,7.3
33,1,0,4,1,0,1
33,2,0,4,1,0,3.2
33,3,0,4,1,0,1.1
33,4,0,4,1,0,2.1
33,5,0,4,1,0,1.9
33,6,0,4,1,0,2.1
33,7,0,4,1,0,1.8
33,8,0,4,1,0,2.1
33,9,0,4,1,0,3.2
33,10,0,4,1,0,2.9
33,11,0,4,1,0,2.2
33,12,0,4,1,0,0
33,13,0,4,1,0,22.2
33,14,0,4,1,0,1.6
33,15,0,4,1,0,3.8
33,16,0,4,1,0,3.8
33,17,0,4,1,0,4.4
33,18,0,4,1,0,10.2
33,19,0,4,1,0,3.2
33,1,0,5,1,0,1.1
33,2,0,5,1,0,1.1
33,3,0,5,1,0,1.1
33,4,0,5,1,0,2.1
33,5,0,5,1,0,2.2
33,6,0,5,1,0,2.2
33,7,0,5,1,0,2.1
33,8,0,5,1,0,3.1
33,9,0,5,1,0,3.2
33,11,0,5,1,0,3.5
33,12,0,5,1,0,3.7
33,13,0,5,1,0,0
33,14,0,5,1,0,1.8
33,19,0,5,1,0,3.2
33,1,0,6,1,0,1.6
33,2,0,6,1,0,3.2
33,3,0,6,1,0,1.6
33,5,0,6,1,0,2.2
33,6,0,6,1,0,3.8
33,7,0,6,1,0,2.5
33,8,0,6,1,0,2.4
33,10,0,6,1,0,3.1
33,11,0,6,1,0,2.7
33,12,0,6,1,0,3.2
33,14,0,6,1,0,2.9
33,15,0,6,1,0,3.8
33,16,0,6,1,0,3.8
33,17,0,6,1,0,4.5
33,18,0,6,1,0,10
34,1,1,0,1,0,90582
34,2,1,0,1,0,49831
34,3,1,0,1,0,40751
34,4,1,0,1,0,1136
34,5,1,0,1,0,3593
34,6,1,0,1,0,6049
34,7,1,0,1,0,2722
34,8,1,0,1,0,6274
34,9,1,0,1,0,728
34,10,1,0,1,0,566
34,11,1,0,1,0,1446
34,12,1,0,1,0,2360
34,13,1,0,1,0,1473
34,14,1,0,1,0,3226
34,15,1,0,1,0,5842
34,16,1,0,1,0,1671
34,17,1,0,1,0,1093
34,18,1,0,1,0,337
34,19,1,0,1,0,2238
34,1,2,0,1,0,70856
34,2,2,0,1,0,49400
34,3,2,0,1,0,21456
34,4,2,0,1,0,1121
34,5,2,0,1,0,2855
34,6,2,0,1,0,5775
34,7,2,0,1,0,2240
34,8,2,0,1,0,1072
34,9,2,0,1,0,727
34,11,2,0,1,0,774
34,12,2,0,1,0,622
34,13,2,0,1,0,1469
34,14,2,0,1,0,2459
34,19,2,0,1,0,2230
34,1,3,0,1,0,19726
34,2,3,0,1,0,431
34,3,3,0,1,0,19295
34,5,3,0,1,0,738
34,6,3,0,1,0,274
34,7,3,0,1,0,482
34,8,3,0,1,0,5202
34,10,3,0,1,0,541
34,11,3,0,1,0,672
34,12,3,0,1,0,1737
34,14,3,0,1,0,768
34,15,3,0,1,0,5818
34,16,3,0,1,0,1654
34,17,3,0,1,0,1055
34,18,3,0,1,0,330
34,20,1,0,1,1,1015719
34,21,1,0,1,1,556425
34,22,1,0,1,1,459293
34,23,1,0,1,1,13626
34,24,1,0,1,1,42519
34,25,1,0,1,1,67660
34,26,1,0,1,1,31909
34,27,1,0,1,1,73561
34,28,1,0,1,1,8265
34,29,1,0,1,1,6412
34,30,1,0,1,1,16579
34,31,1,0,1,1,25615
34,32,1,0,1,1,17296
34,33,1,0,1,1,37668
34,34,1,0,1,1,58573
34,35,1,0,1,1,17989
34,36,1,0,1,1,11723
34,37,1,0,1,1,4352
34,38,1,0,1,1,25548
34,20,2,0,1,1,797716
34,21,2,0,1,1,551137
34,22,2,0,1,1,246581
34,23,2,0,1,1,13456
34,24,2,0,1,1,33278
34,25,2,0,1,1,64122
34,26,2,0,1,1,25985
34,27,2,0,1,1,12735
34,28,2,0,1,1,8260
34,30,2,0,1,1,8874
34,31,2,0,1,1,6975
34,32,2,0,1,1,17257
34,33,2,0,1,1,29005
34,38,2,0,1,1,25459
34,20,3,0,1,1,218000
34,21,3,0,1,1,5288
34,22,3,0,1,1,212712
34,24,3,0,1,1,9241
34,25,3,0,1,1,3538
34,26,3,0,1,1,5924
34,27,3,0,1,1,60826
34,29,3,0,1,1,6156
34,30,3,0,1,1,7705
34,31,3,0,1,1,18640
34,33,3,0,1,1,8662
34,34,3,0,1,1,58303
34,35,3,0,1,1,17793
34,36,3,0,1,1,11350
34,37,3,0,1,1,4271
34,1,0,1,1,0,1.1
34,20,0,1,1,1,1.1
34,2,0,1,1,0,6.1
34,21,0,1,1,1,6.1
34,3,0,1,1,0,1
34,22,0,1,1,1,1
34,4,0,1,1,0,4
34,23,0,1,1,1,4
34,5,0,1,1,0,3.6
34,24,0,1,1,1,3.6
34,6,0,1,1,0,3
34,25,0,1,1,1,3
34,7,0,1,1,0,3
34,26,0,1,1,1,3
34,8,0,1,1,0,2.4
34,27,0,1,1,1,2.4
34,9,0,1,1,0,4.6
34,28,0,1,1,1,4.6
34,10,0,1,1,0,3.6
34,29,0,1,1,1,3.6
34,11,0,1,1,0,4.1
34,30,0,1,1,1,4.1
34,12,0,1,1,0,1.7
34,31,0,1,1,1,1.7
34,13,0,1,1,0,15.1
34,32,0,1,1,1,15.1
34,14,0,1,1,0,1.4
34,33,0,1,1,1,1.4
34,15,0,1,1,0,3.6
34,34,0,1,1,1,3.6
34,16,0,1,1,0,3.8
34,35,0,1,1,1,3.8
34,17,0,1,1,0,4.2
34,36,0,1,1,1,4.2
34,18,0,1,1,0,5.1
34,37,0,1,1,1,5.1
34,19,0,1,1,0,3.6
34,38,0,1,1,1,3.6
34,1,0,2,1,0,1.5
34,20,0,2,1,1,1.5
34,2,0,2,1,0,5
34,21,0,2,1,1,5
34,3,0,2,1,0,1.5
34,22,0,2,1,1,1.5
34,4,0,2,1,0,4.1
34,23,0,2,1,1,4.1
34,5,0,2,1,0,4.7
34,24,0,2,1,1,4.7
34,6,0,2,1,0,3.2
34,25,0,2,1,1,3.2
34,7,0,2,1,0,3.5
34,26,0,2,1,1,3.5
34,8,0,2,1,0,4.1
34,27,0,2,1,1,4.1
34,9,0,2,1,0,4.6
34,28,0,2,1,1,4.6
34,11,0,2,1,0,5.8
34,30,0,2,1,1,5.8
34,12,0,2,1,0,9.3
34,31,0,2,1,1,9.3
34,13,0,2,1,0,0
34,32,0,2,1,1,0
34,14,0,2,1,0,1.5
34,33,0,2,1,1,1.5
34,19,0,2,1,0,3.7
34,38,0,2,1,1,3.7
34,1,0,3,1,0,1.4
34,20,0,3,1,1,1.4
34,2,0,3,1,0,6.1
34,21,0,3,1,1,6.1
34,3,0,3,1,0,1.5
34,22,0,3,1,1,1.5
34,5,0,3,1,0,3.1
34,24,0,3,1,1,3.1
34,6,0,3,1,0,8.8
34,25,0,3,1,1,8.8
34,7,0,3,1,0,3.8
34,26,0,3,1,1,3.8
34,8,0,3,1,0,2.7
34,27,0,3,1,1,2.7
34,10,0,3,1,0,3.6
34,29,0,3,1,1,3.6
34,11,0,3,1,0,5.6
34,30,0,3,1,1,5.6
34,12,0,3,1,0,3.4
34,31,0,3,1,1,3.4
34,14,0,3,1,0,5
34,33,0,3,1,1,5
34,15,0,3,1,0,3.7
34,34,0,3,1,1,3.7
34,16,0,3,1,0,3.8
34,35,0,3,1,1,3.8
34,17,0,3,1,0,4.3
34,36,0,3,1,1,4.3
34,18,0,3,1,0,5.4
34,37,0,3,1,1,5.4
34,1,4,0,1,1,0.4
34,2,4,0,1,1,0.7
34,3,4,0,1,1,-0.1
34,4,4,0,1,1,-0.4
34,5,4,0,1,1,0.8
34,6,4,0,1,1,-3
34,7,4,0,1,1,-1.7
34,8,4,0,1,1,-2
34,9,4,0,1,1,-2
34,10,4,0,1,1,-9
34,11,4,0,1,1,-0.7
34,12,4,0,1,1,2
34,13,4,0,1,1,4.8
34,14,4,0,1,1,-5.5
34,15,4,0,1,1,7.4
34,16,4,0,1,1,1.3
34,17,4,0,1,1,-6.7
34,18,4,0,1,1,-6.8
34,19,4,0,1,1,9.2
34,1,5,0,1,1,0.6
34,2,5,0,1,1,0.9
34,3,5,0,1,1,-0.1
34,4,5,0,1,1,-0.2
34,5,5,0,1,1,2
34,6,5,0,1,1,-2.3
34,7,5,0,1,1,-2.3
34,8,5,0,1,1,0.3
34,9,5,0,1,1,-2
34,11,5,0,1,1,3.4
34,12,5,0,1,1,0.9
34,13,5,0,1,1,5.2
34,14,5,0,1,1,-5.5
34,19,5,0,1,1,9.8
34,1,6,0,1,1,-0.4
34,2,6,0,1,1,-12.9
34,3,6,0,1,1,-0.1
34,5,6,0,1,1,-3.1
34,6,6,0,1,1,-13.4
34,7,6,0,1,1,1.1
34,8,6,0,1,1,-2.5
34,10,6,0,1,1,-9.3
34,11,6,0,1,1,-5
34,12,6,0,1,1,2.4
34,14,6,0,1,1,-5.6
34,15,6,0,1,1,7.5
34,16,6,0,1,1,1.7
34,17,6,0,1,1,-6.5
34,18,6,0,1,1,-1
34,1,0,4,1,0,1
34,2,0,4,1,0,2.9
34,3,0,4,1,0,1
34,4,0,4,1,0,1.9
34,5,0,4,1,0,1.8
34,6,0,4,1,0,1.8
34,7,0,4,1,0,1.8
34,8,0,4,1,0,2.2
34,9,0,4,1,0,4.7
34,10,0,4,1,0,2.6
34,11,0,4,1,0,2.5
34,12,0,4,1,0,3.6
34,13,0,4,1,0,25.9
34,14,0,4,1,0,1.7
34,15,0,4,1,0,3.4
34,16,0,4,1,0,3.5
34,17,0,4,1,0,3.9
34,18,0,4,1,0,7.1
34,19,0,4,1,0,2.8
34,1,0,5,1,0,1
34,2,0,5,1,0,0.8
34,3,0,5,1,0,1
34,4,0,5,1,0,1.9
34,5,0,5,1,0,2.2
34,6,0,5,1,0,1.9
34,7,0,5,1,0,1.9
34,8,0,5,1,0,2.9
34,9,0,5,1,0,4.7
34,11,0,5,1,0,2.5
