Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2019-06-30","37441082","37441087","Deposit of Earnings, Federal Reserve System","4740891931.30","null","4740891931.30","40043789374.02","null","40043789374.02","55575159271.49","null","55575159271.49","4","51","51","805","D","RSG","2","7.1","2019","3","2019","2","06","30"
"2019-06-30","37441082","37441092","Universal Service Fund","720218038.00","null","720218038.00","7189328187.54","null","7189328187.54","7085495018.98","null","7085495018.98","4","52","52","807","D","RSG","2","7.2","2019","3","2019","2","06","30"
"2019-06-30","37441082","37441097","All Other","1526108530.17","1855924.99","1524252605.18","11928216691.95","27377380.71","11900839311.24","15259757208.76","21496088.92","15238261119.84","4","53","53","810","D","RSG","2","7.3","2019","3","2019","2","06","30"
"2019-06-30","37441082","37441102","Total -- Miscellaneous Receipts","6987218499.47","1855924.99","6985362574.48","59161334253.51","27377380.71","59133956872.80","77920411499.23","21496088.92","77898915410.31","4","54","54","820","T","RSG","2","7.4","2019","3","2019","2","06","30"
"2019-06-30","null","37441107","Total -- Receipts","341807959809.94","7855627296.18","333952332513.76","2887017896542.62","278163208473.00","2608854688069.62","2845199948306.57","304395536745.12","2540804411561.45","4","55","55","830","T","SL","1","8","2019","3","2019","2","06","30"
"2019-06-30","37441107","37441110","Total -- On-Budget","249550548327.94","7855627296.18","241694921031.76","2189714637356.09","278163208473.00","1911551428883.09","2199431597659.79","304395536745.12","1895036060914.67","4","56","56","840","T","SL","2","8.1","2019","3","2019","2","06","30"
"2019-06-30","37441107","37441113","Total -- Off-Budget","92257411482.00","null","92257411482.00","697303259186.53","null","697303259186.53","645768350646.78","null","645768350646.78","4","57","57","850","T","SL","2","8.2","2019","3","2019","2","06","30"
"2019-05-31","null","37196301","Individual Income Taxes","null","null","null","null","null","null","null","null","null","4","1","1","100","D","RSG","1","1","2019","3","2019","2","05","31"
"2019-05-31","37196301","37196302","Withheld","108284965140.34","null","null","926710256552.53","null","null","935335731491.94","null","null","4","2","2","102","D","SRS","2","1.1","2019","3","2019","2","05","31"
"2019-05-31","37196301","37196303","Presidential Election Campaign Fund","2233542.00","null","null","22932941.00","null","null","23408544.00","null","null","4","3","3","105","D","SRS","2","1.2","2019","3","2019","2","05","31"
"2019-05-31","37196301","37196304","Other","10608740738.05","null","null","461873841794.87","null","null","455016895233.39","null","null","4","4","4","110","D","SRS","2","1.3","2019","3","2019","2","05","31"
"2019-05-31","37196301","37196305","Total -- Individual Income Taxes","118895939420.39","15204321114.72","103691618305.67","1388607031288.40","228278839471.64","1160328191816.76","1390376035269.33","247235465906.11","1143140569363.22","4","5","5","120","T","RSG","2","1.4","2019","3","2019","2","05","31"
"2019-05-31","null","37196306","Corporation Income Taxes","6290585984.41","5879752995.17","410832989.24","147973857727.04","34887523574.20","113086334152.84","165799017821.70","42091826961.59","123707190860.11","4","6","6","130","D","RSG","1","2","2019","3","2019","2","05","31"
"2019-05-31","null","37196307","Social Insurance and Retirement Receipts:","null","null","null","null","null","null","null","null","null","4","7","7","140","S","RSG","1","3","2019","3","2019","2","05","31"
"2019-05-31","37196307","37196308","Employment and General Retirement:","null","null","null","null","null","null","null","null","null","4","8","8","150","S","RSG","2","3.1","2019","3","2019","2","05","31"
"2019-05-31","37196308","37196310","Federal Old-Age and Survivors Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","9","9","160","S","RSG","3","3.1.1","2019","3","2019","2","05","31"
"2019-05-31","37196310","37196312","Federal Insurance Contributions Act Taxes","62293000000.00","null","62293000000.00","481440000000.00","null","481440000000.00","445558000000.00","null","445558000000.00","4","10","10","200","D","SRS","4","3.1.1.1","2019","3","2019","2","05","31"
"2019-05-31","37196310","37196314","Self-Employment Contributions Act Taxes","793000000.00","null","793000000.00","26039000000.00","null","26039000000.00","24822000000.00","null","24822000000.00","4","11","11","204","D","SRS","4","3.1.1.2","2019","3","2019","2","05","31"
"2019-05-31","37196310","37196318","Adjustments Attributable to Prior Years-FICA","null","null","null","-237154597.21","null","-237154597.21","-4684692315.60","null","-4684692315.60","4","12","12","209","D","SRS","4","3.1.1.3","2019","3","2019","2","05","31"
"2019-05-31","37196310","37196320","Adjustments Attrbutable to Prior Years-SECA","null","null","null","-1115203711.12","null","-1115203711.12","-1093424355.08","null","-1093424355.08","4","13","13","14360","D","SRS","4","3.1.1.4","2019","3","2019","2","05","31"
"2019-05-31","37196310","37196322","Total -- Federal Old-Age and Survivors Insurance Trust Fund","63086000000.00","null","63086000000.00","506126641691.67","null","506126641691.67","464601883329.32","null","464601883329.32","4","14","14","210","T","RSG","4","3.1.1.5","2019","3","2019","2","05","31"
"2019-05-31","37196308","37196324","Federal Disability Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","15","15","211","S","RSG","3","3.1.2","2019","3","2019","2","05","31"
"2019-05-31","37196324","37196326","Federal Insurance Contributions Act Taxes","10579000000.00","null","10579000000.00","93392000000.00","null","93392000000.00","105281000000.00","null","105281000000.00","4","16","16","212","D","SRS","4","3.1.2.1","2019","3","2019","2","05","31"
"2019-05-31","37196324","37196328","Self-Employment Contributions Act Taxes","170000000.00","null","170000000.00","5846000000.00","null","5846000000.00","5867000000.00","null","5867000000.00","4","17","17","214","D","SRS","4","3.1.2.2","2019","3","2019","2","05","31"
"2019-05-31","37196324","37196332","Adjustments Attributable to Prior Years-FICA","null","null","null","-51449903.32","null","-51449903.32","-1012885660.24","null","-1012885660.24","4","18","18","219","D","SRS","4","3.1.2.3","2019","3","2019","2","05","31"
"2019-05-31","37196324","37196334","Adjustments Attributable to Prior Years-SECA","null","null","null","-267344083.82","null","-267344083.82","-190858627.05","null","-190858627.05","4","19","19","14361","D","SRS","4","3.1.2.4","2019","3","2019","2","05","31"
"2019-05-31","37196324","37196336","Total -- Federal Disability Insurance Trust Fund","10749000000.00","null","10749000000.00","98919206012.86","null","98919206012.86","109944255712.71","null","109944255712.71","4","20","20","220","T","RSG","4","3.1.2.5","2019","3","2019","2","05","31"
"2019-05-31","37196308","37196338","Federal Hospital Insurance Trust Fund:","null","null","null","null","null","null","null","null","null","4","21","21","221","S","RSG","3","3.1.3","2019","3","2019","2","05","31"
"2019-05-31","37196338","37196340","Federal Insurance Contributions Act Taxes","20348000000.00","null","20348000000.00","172116000000.00","null","172116000000.00","164595000000.00","null","164595000000.00","4","22","22","222","D","SRS","4","3.1.3.1","2019","3","2019","2","05","31"
"2019-05-31","37196338","37196342","Self-Employment Contributions Act Taxes","362000000.00","null","362000000.00","12257000000.00","null","12257000000.00","11849000000.00","null","11849000000.00","4","23","23","224","D","SRS","4","3.1.3.2","2019","3","2019","2","05","31"
"2019-05-31","37196338","37196348","Adjustments Attributable to Prior Years-FICA","null","null","null","-188085256.11","null","-188085256.11","-1597277167.19","null","-1597277167.19","4","24","24","228","D","SRS","4","3.1.3.3","2019","3","2019","2","05","31"
"2019-05-31","37196338","37196350","Adjustments Attributable to Prior Years-SECA","null","null","null","-480723387.08","null","-480723387.08","-191133722.80","null","-191133722.80","4","25","25","14362","D","SRS","4","3.1.3.4","2019","3","2019","2","05","31"
"2019-05-31","37196338","37196352","Total -- Federal Hospital Insurance Trust Fund","20710000000.00","null","20710000000.00","183704191356.81","null","183704191356.81","174655589110.01","null","174655589110.01","4","26","26","229","T","RSG","4","3.1.3.5","2019","3","2019","2","05","31"
"2019-05-31","37196308","37196354","Railroad Retirement:","null","null","null","null","null","null","null","null","null","4","27","27","230","S","RSG","3","3.1.4","2019","3","2019","2","05","31"
"2019-05-31","37196354","37196356","Rail Pension and Supplemental Annuity","275693347.81","2485245.43","273208102.38","2179978012.57","2361798.27","2177616214.30","2241420468.84","2223890.61","2239196578.23","4","28","28","235","D","RSG","4","3.1.4.1","2019","3","2019","2","05","31"
"2019-05-31","37196354","37196358","Social Security Equivalent Account","245251098.55","2154696.01","243096402.54","1949029414.52","1996669.77","1947032744.75","1998557911.46","1985288.64","1996572622.82","4","29","29","240","D","RSG","4","3.1.4.2","2019","3","2019","2","05","31"
"2019-05-31","37196308","37196360","Total -- Employment and General Retirement","95065944446.36","4639941.44","95061304504.92","792879046488.43","4358468.04","792874688020.39","753441706532.34","4209179.25","753437497353.09","4","30","30","241","T","RSG","3","3.1.5","2019","3","2019","2","05","31"
"2019-05-31","37196307","37196362","Unemployment Insurance:","null","null","null","null","null","null","null","null","null","4","31","31","250","S","RSG","2","3.2","2019","3","2019","2","05","31"
"2019-05-31","37196362","37196364","Deposits by States","11488332404.54","null","11488332404.54","27542749027.51","null","27542749027.51","28802077759.02","null","28802077759.02","4","32","32","251","D","RSG","3","3.2.1","2019","3","2019","2","05","31"
"2019-05-31","37196362","37196366","Federal Unemployment Taxes","88354083.00","24917725.04","63436357.96","5554119958.34","188193714.21","5365926244.13","7842666120.09","60319833.83","7782346286.26","4","33","33","254","D","RSG","3","3.2.2","2019","3","2019","2","05","31"
"2019-05-31","37196362","37196368","Railroad Unemployment Taxes","841019.95","null","841019.95","99865366.86","null","99865366.86","99817525.60","null","99817525.60","4","34","34","255","D","RSG","3","3.2.3","2019","3","2019","2","05","31"
"2019-05-31","37196362","37196372","Total -- Unemployment Insurance","11577527507.49","24917725.04","11552609782.45","33196734352.71","188193714.21","33008540638.50","36744561404.71","60319833.83","36684241570.88","4","35","35","269","T","RSG","3","3.2.4","2019","3","2019","2","05","31"
"2019-05-31","37196307","37196375","Other Retirement:","null","null","null","null","null","null","null","null","null","4","36","36","270","S","RSG","2","3.3","2019","3","2019","2","05","31"
"2019-05-31","37196375","37196379","Federal Employees' Retirement--Employee Share","465803853.04","null","465803853.04","3139115306.82","null","3139115306.82","2856401981.63","null","2856401981.63","4","37","37","279","D","RSG","3","3.3.1","2019","3","2019","2","05","31"
"2019-05-31","37196375","37196383","Non-Federal Employees Retirement","2077023.84","null","2077023.84","18780268.00","null","18780268.00","21114332.04","null","21114332.04","4","38","38","284","D","RSG","3","3.3.2","2019","3","2019","2","05","31"
"2019-05-31","37196375","37196387","Total -- Other Retirement","467880876.88","null","467880876.88","3157895574.82","null","3157895574.82","2877516313.67","null","2877516313.67","4","39","39","285","T","RSG","3","3.3.3","2019","3","2019","2","05","31"
"2019-05-31","37196307","37196392","Total -- Social Insurance and Retirement Receipts","107111352830.73","29557666.48","107081795164.25","829233676415.96","192552182.25","829041124233.71","793063784250.72","64529013.08","792999255237.64","4","40","40","286","T","RSG","2","3.4","2019","3","2019","2","05","31"
"2019-05-31","null","37196400","Excise Taxes:","null","null","null","null","null","null","null","null","null","4","41","41","300","S","RSG","1","4","2019","3","2019","2","05","31"
"2019-05-31","37196400","37196408","Miscellaneous Excise Taxes","2940120255.16","149516196.31","2790604058.85","32100046849.89","4383251994.44","27716794855.45","22219119231.75","1916296099.48","20302823132.27","4","42","42","305","D","RSG","2","4.1","2019","3","2019","2","05","31"
"2019-05-31","37196400","37196414","Airport and Airway Trust Fund","1557661964.82","1286916.62","1556375048.20","9892790485.53","9213412.37","9883577073.16","9493100344.28","10968888.01","9482131456.27","4","43","43","308","D","RSG","2","4.2","2019","3","2019","2","05","31"
"2019-05-31","37196400","37196422","Highway Trust Fund","3279114596.80","43993000.00","3235121596.80","26571601535.18","245939000.00","26325662535.18","25879894380.10","244336000.00","25635558380.10","4","44","44","310","D","RSG","2","4.3","2019","3","2019","2","05","31"
"2019-05-31","37196400","37196430","Black Lung Disability Trust Fund","10510822.00","null","10510822.00","158618419.00","null","158618419.00","274829969.00","null","274829969.00","4","45","45","313","D","RSG","2","4.4","2019","3","2019","2","05","31"
"2019-05-31","37196400","37196438","Total -- Excise Taxes","7787407638.78","194796112.93","7592611525.85","68723057289.60","4638404406.81","64084652882.79","57866943925.13","2171600987.49","55695342937.64","4","46","46","314","T","RSG","2","4.5","2019","3","2019","2","05","31"
